Keyword,Category,SEA competition index,SEA Cost per click,Demand,month,year,Close,High,Low,Average,Max,Min
prix du fuel de chauffage,Fioul - Price,0.3,0.33,90,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul paiement en plusieurs fois,Fioul - Transactional,0.57,1.44,260,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
vente de fioul,Fioul - Transactional,0.77,1.07,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
livraison fuel domestique,Fioul - Transactional,0.32,0.92,170,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
consommation fuel maison,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.0,,170,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul meilleur prix,Fioul - Low cost,0.73,0.95,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul nord pas de calais,Fioul - Price,0.09,0.79,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul haute vienne,Fioul - Price,0.27,0.32,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul charente maritime,Fioul - Price,0.13,0.41,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fournisseur fioul,Fioul - Transactional,0.4,0.78,140,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul haute marne,Fioul - Price,0.17,0.62,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
comparateur prix du fioul,Fioul - Low cost,0.54,0.57,110,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul ain,Fioul - Price,0.27,0.36,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul actuellement,Fioul - Price,0.21,0.31,90,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul rhone,Fioul - Price,0.25,0.96,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
augmentation fuel,Fioul - Price,0.11,0.34,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul ardeche,Fioul - Price,0.15,0.31,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul oise,Fioul - Generic,0.24,0.12,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fuel au litre,Fioul - Price,0.1,0.31,110,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
achat groupé fuel,Fioul - Transactional,0.49,0.63,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul domestique bas rhin,Fioul - Price,0.18,0.15,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
nettoyage cuve a fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.76,1.35,140,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul en ligne,Fioul - Generic,0.58,0.35,170,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul caen,Fioul - Price,0.29,0.66,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul creutzwald,Fioul - Price,0.19,0.16,0,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix actuel du fuel,Fioul - Price,0.1,0.3,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
le prix du fuel domestique,Fioul - Price,0.27,0.23,170,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul niort,Fioul - Price,0.2,,0,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
consommation fioul maison 120m2,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.04,,140,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
cours du fuel domestique aujourd hui,Fioul - Price,0.19,0.41,210,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul perpignan,Fioul - Generic,0.33,0.22,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul charente,Fioul - Price,0.1,0.12,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul marne,Fioul - Price,0.2,0.6,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul yonne,Fioul - Price,0.24,0.41,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul creutzwald,Fioul - Generic,0.26,0.22,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul ariege,Fioul - Price,0.15,0.12,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
évolution du prix du fioul domestique,Fioul - Price,0.1,0.5,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
le prix du litre de fioul,Fioul - Price,0.18,0.26,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul abbeville,Fioul - Price,0.17,0.11,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tendance prix fuel,Fioul - Price,0.18,0.36,110,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
nettoyage cuve fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.83,2.41,260,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe du prix du fioul,Fioul - Price,0.09,1.02,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
evolution prix du fioul domestique,Fioul - Price,0.14,,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fuel domestique pas cher,Fioul - Low cost,0.91,0.98,90,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tendance du prix du fioul,Fioul - Price,0.28,0.46,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
evolution du prix du fuel domestique,Fioul - Price,0.11,0.54,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul ardennes,Fioul - Generic,0.19,1.09,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
combien coute le fioul,Fioul - Price,0.23,0.61,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix litre fuel domestique,Fioul - Price,0.09,0.33,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul le mans,Fioul - Generic,0.41,1.3,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
achat fuel domestique,Fioul - Transactional,0.58,1.71,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
augmentation fuel domestique,Fioul - Price,0.13,,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul rhone alpes,Fioul - Price,0.23,0.43,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul amiens,Fioul - Price,0.09,0.71,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
abonnement fioul,Fioul - Transactional,0.31,0.62,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe prix fioul,Fioul - Price,0.08,,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul domestique prix aujourd hui,Fioul - Price,0.27,0.89,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul basse normandie,Fioul - Price,0.19,0.36,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
evolution fuel,Fioul - Price,0.17,0.56,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
evolution tarif fioul,Fioul - Price,0.1,1.28,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul haute savoie,Fioul - Generic,0.3,0.31,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe du fioul,Fioul - Price,0.09,0.6,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul dijon,Fioul - Generic,0.27,0.31,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix fioul ordinaire,Fioul - Price,0.2,0.97,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tarifs du fioul domestique aujourd hui,Fioul - Price,0.27,0.77,90,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
chaudiere fioul a ventouse,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",1.0,0.6,210,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix litre fioul domestique,Fioul - Price,0.14,0.68,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix moyen fuel domestique,Fioul - Price,0.19,0.68,90,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
nettoyage d une cuve à fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.89,,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
comparatif prix fioul,Fioul - Low cost,0.59,0.57,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fuel domestique tarif,Fioul - Price,0.31,0.38,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix moyen fioul,Fioul - Price,0.24,0.62,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix actuel du fioul,Fioul - Price,0.24,0.23,110,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
acheter fioul domestique,Fioul - Transactional,0.66,0.82,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe prix fuel domestique,Fioul - Price,0.07,,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix de fuel domestique,Fioul - Price,0.25,0.28,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tendance prix fuel domestique,Fioul - Price,0.2,0.57,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
commande de fuel,Fioul - Transactional,0.65,2.2,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul charente,Fioul - Generic,0.17,,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tarif fuel domestique aujourd hui,Fioul - Price,0.32,1.21,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
entretien cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.62,3.35,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul manche,Fioul - Generic,0.25,0.62,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tendance du prix du fioul domestique,Fioul - Price,0.22,0.12,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul nievre,Fioul - Price,0.31,0.37,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
meilleur prix fioul,Fioul - Low cost,0.83,0.95,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
cout fuel domestique,Fioul - Price,0.22,0.37,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tarif fioul domestique aujourd hui,Fioul - Price,0.23,0.44,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul colmar,Fioul - Generic,0.31,0.71,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul soissons,Fioul - Generic,0.13,0.15,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
le prix du fuel domestique aujourd hui,Fioul - Price,0.32,0.61,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul haute loire,Fioul - Generic,0.07,0.17,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul brest,Fioul - Generic,0.26,0.33,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
commander du fuel,Fioul - Transactional,0.65,1.35,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix moyen du fioul domestique,Fioul - Price,0.15,0.42,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe prix du fuel,Fioul - Price,0.07,,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul saint junien,Fioul - Generic,0.05,0.33,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix fuel domestique aujourd hui,Fioul - Price,0.11,0.27,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
cours du prix du fioul,Fioul - Price,0.18,0.25,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul eure et loir,Fioul - Generic,0.08,0.95,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
aide pour le chauffage au fuel,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.57,0.32,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul meuse,Fioul - Generic,0.24,0.18,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe prix fuel,Fioul - Price,0.04,0.25,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul castres,Fioul - Generic,0.26,0.26,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix moyen du fuel,Fioul - Price,0.08,0.11,70,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul le havre,Fioul - Generic,0.16,0.53,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul lyon,Fioul - Price,0.28,0.89,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tendance prix du fuel domestique,Fioul - Price,0.22,0.16,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul saumur,Fioul - Generic,0.22,0.82,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fuel prix tendance,Fioul - Price,0.31,1.75,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
livraison fioul pas cher,Fioul - Transactional,0.83,2.4,140,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe prix du fioul domestique,Fioul - Price,0.08,,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
cout nettoyage cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.5,,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul crepy en valois,Fioul - Generic,0.27,1.11,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
le fuel le moins cher,Fioul - Low cost,0.7,0.31,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tendance du prix du fuel domestique,Fioul - Price,0.14,,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fioul 2016,Fioul - Price,0.01,,50,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
tendance prix du fioul domestique,Fioul - Price,0.21,0.15,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix du fuel ce jour,Fioul - Price,0.27,0.27,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
evolution prix du fuel domestique aujourd hui,Fioul - Price,0.08,0.41,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
fioul nord pas de calais,Fioul - Generic,0.23,1.35,30,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
courbe du prix du fuel domestique,Fioul - Price,0.17,,10,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
prix fioul 2016,Fioul - Price,0.05,,40,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
nettoyage de cuve fioul,"Fioul - Informational (assistance, consumption, boiler, tank, etc.)",0.76,0.81,20,1,2017,55.46857142857142,58.37,53.58,3.03827515834047,17.80000000000001,-13.299999999999955
